PNA;NAZWA PLACÓWKI;MIEJSCOWOŒÆ;ULICA;NR;GMINA;POWIAT;WOJEWÓDZTWO
60-130;UP Poznañ 45;Poznañ (Poznañ-Grunwald);Œciegiennego Piotra;50;Poznañ;Poznañ;wielkopolskie
60-979;UP Poznañ 45;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
60-130;FUP Poznañ 45;Poznañ (Poznañ-Grunwald);G³ogowska;179;Poznañ;Poznañ;wielkopolskie
60-951;FUP Poznañ 45;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-220;UP Poznañ 46;Poznañ (Poznañ-Nowe Miasto);Jagielloñskie Os.;120;Poznañ;Poznañ;wielkopolskie
61-220;FUP Poznañ 46;Poznañ (Poznañ-Nowe Miasto);Oœwiecenia Os.;37/38;Poznañ;Poznañ;wielkopolskie
60-983;FUP Poznañ 46;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
60-160;UP Poznañ 47;Poznañ (Poznañ-Grunwald);Jawornicka;8;Poznañ;Poznañ;wielkopolskie
60-968;UP Poznañ 47;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-370;UP Poznañ 49;Poznañ (Poznañ-Nowe Miasto);Armii Krajowej Os.;101;Poznañ;Poznañ;wielkopolskie
60-977;UP Poznañ 49;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-370;FUP Poznañ 49;Poznañ (Poznañ-Nowe Miasto);Zamenhofa Ludwika;133;Poznañ;Poznañ;wielkopolskie
61-640;UP Poznañ 50;Poznañ (Poznañ-Stare Miasto);PrzyjaŸni Os.;115;Poznañ;Poznañ;wielkopolskie
60-950;UP Poznañ 50;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-640;FUP Poznañ 50;Poznañ (Poznañ-Stare Miasto);Do¿ynkowa;9;Poznañ;Poznañ;wielkopolskie
60-966;FUP Poznañ 50;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-640;FUP Poznañ 50;Poznañ (Poznañ-Stare Miasto);Pod Lipami Os.;104;Poznañ;Poznañ;wielkopolskie
61-640;FUP Poznañ 50;Poznañ (Poznañ-Stare Miasto);S³owiañska;132/B;Poznañ;Poznañ;wielkopolskie
61-640;FUP Poznañ 50;Poznañ (Poznañ-Stare Miasto);Zwyciêstwa Os.;110/d;Poznañ;Poznañ;wielkopolskie
60-680;UP Poznañ 53;Poznañ (Poznañ-Stare Miasto);Boles³awa Chrobrego Os.;101/15;Poznañ;Poznañ;wielkopolskie
60-680;FUP Poznañ 53;Poznañ (Poznañ-Stare Miasto);Wojciechowskiego Zygmunta;3/5;Poznañ;Poznañ;wielkopolskie
61-280;UP Poznañ 54;Poznañ (Poznañ-Nowe Miasto);Czecha Os.;73/74;Poznañ;Poznañ;wielkopolskie
60-974;UP Poznañ 54;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-280;FUP Poznañ 54;Poznañ (Poznañ-Nowe Miasto);Lecha Os.;43;Poznañ;Poznañ;wielkopolskie
60-982;FUP Poznañ 54;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
60-660;UP Poznañ 56;Poznañ (Poznañ-Je¿yce);Pi¹tkowska;123/a;Poznañ;Poznañ;wielkopolskie
60-970;UP Poznañ 56;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
60-660;FUP Poznañ 56;Poznañ (Poznañ-Je¿yce);Wojska Polskiego;84;Poznañ;Poznañ;wielkopolskie
60-660;FUP Poznañ 56;Poznañ (Poznañ-Je¿yce);Wo³yñska;6;Poznañ;Poznañ;wielkopolskie
60-987;FUP Poznañ 56;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
60-670;UP Poznañ 60;Poznañ (Poznañ-Stare Miasto);Boles³awa Œmia³ego Os.;104;Poznañ;Poznañ;wielkopolskie
60-969;UP Poznañ 60;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
60-670;FUP Poznañ 60;Poznañ (Poznañ-Stare Miasto);Drewsa Romana;3/e;Poznañ;Poznañ;wielkopolskie
60-991;FUP Poznañ 60;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-610;UP Poznañ 61;Poznañ (Poznañ-Stare Miasto);W³adys³awa £okietka Os.;102;Poznañ;Poznañ;wielkopolskie
60-975;UP Poznañ 61;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-610;FUP Poznañ 61;Poznañ (Poznañ-Stare Miasto);Naramowicka;203/c;Poznañ;Poznañ;wielkopolskie
60-880;UP Poznañ 66;Poznañ (Poznañ-Je¿yce);Poznañska;19;Poznañ;Poznañ;wielkopolskie
60-957;UP Poznañ 66;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-120;UP Poznañ 68;Poznañ (Poznañ-Nowe Miasto);Piastowskie Os.;117;Poznañ;Poznañ;wielkopolskie
61-120;FUP Poznañ 68;Poznañ (Poznañ-Nowe Miasto);Katowicka;79b;Poznañ;Poznañ;wielkopolskie
60-954;FUP Poznañ 68;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-043;UP Poznañ 69;Poznañ (Poznañ-Nowe Miasto);Warszawska;137;Poznañ;Poznañ;wielkopolskie
61-043;FUP Poznañ 69;Poznañ (Poznañ-Nowe Miasto);Mogileñska;8;Poznañ;Poznañ;wielkopolskie
60-958;FUP Poznañ 69;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-043;FUP Poznañ 69;Poznañ (Poznañ-Nowe Miasto);Mœcibora;67;Poznañ;Poznañ;wielkopolskie
60-976;FUP Poznañ 69;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
61-043;FUP Poznañ 69;Poznañ (Poznañ-Nowe Miasto);Przemys³awa Os.;8/c;Poznañ;Poznañ;wielkopolskie
61-800;UP Poznañ 70;Poznañ (Poznañ-Stare Miasto);Wiosny Ludów Pl.;2;Poznañ;Poznañ;wielkopolskie
61-870;UP Poznañ 72;Poznañ (Poznañ-Stare Miasto);Pó³wiejska;16;Poznañ;Poznañ;wielkopolskie
61-870;FUP Poznañ 72;Poznañ (Poznañ-Stare Miasto);Strzelecka;42;Poznañ;Poznañ;wielkopolskie
60-988;FUP Poznañ 72;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
60-190;UP Poznañ 73;Poznañ (Poznañ-Grunwald);Rumcajsa;2/a;Poznañ;Poznañ;wielkopolskie
60-240;UP Poznañ 74;Poznañ (Poznañ-Grunwald);G³ogowska;132/140;Poznañ;Poznañ;wielkopolskie
60-994;UP Poznañ 74;skrytki/przegródki;;;Poznañ;Poznañ;wielkopolskie
60-240;FUP Poznañ 74;Poznañ (Poznañ-Grunwald);Fabianowo;2;Poznañ;Poznañ;wielkopolskie
77-143;AP Pó³czno;Pó³czno;;22;Studzienice;bytowski;pomorskie
82-550;UP Prabuty 1;Prabuty;Warszawska;1;Prabuty;kwidzyñski;pomorskie
82-550;FUP Prabuty 1;Prabuty;Kuracyjna;30;Prabuty;kwidzyñski;pomorskie
56-303;AP Pracze;Pracze;;48;Milicz;milicki;dolnoœl¹skie
46-320;UP Praszka;Praszka;Koœciuszki Tadeusza;13;Praszka;oleski;opolskie
46-325;FUP Praszka;Rudniki;Czêstochowska;50;Rudniki;oleski;opolskie
46-321;AP Praszka;Praszka;Kaliska;41B;Praszka;oleski;opolskie
87-515;AP Prêczki;Prêczki;;7;Rogowo;rypiñski;kujawsko-pomorskie
59-500;AP Proboszczów;Proboszczów;;98a;Pielgrzymka;z³otoryjski;dolnoœl¹skie
59-230;UP Prochowice;Prochowice;Wroc³awska;16;Prochowice;legnicki;dolnoœl¹skie
26-067;AP Promnik;Promnik;Kielecka;55;Strawczyn;kielecki;œwiêtokrzyskie
19-335;UP Prostki;Prostki;1 Maja;43;Prostki;e³cki;warmiñsko-mazurskie
07-319;AP Prostyñ;Prostyñ;;161;Ma³kinia Górna;ostrowski;mazowieckie
32-100;UP Proszowice;Proszowice;3 Maja;51;Proszowice;proszowicki;ma³opolskie
32-107;FUP Proszowice;Radziemice;;16;Radziemice;proszowicki;ma³opolskie
78-650;AP Próchnowo;Próchnowo;;11;Miros³awiec;wa³ecki;zachodniopomorskie
46-060;UP Prószków k. Opola;Prószków;Zawadzkiego Aleksandra (Genera³a Aleksandra Zawadzkiego);16;Prószków;opolski;opolskie
43-523;AP Pruchna;Pruchna;G³ówna;103;Strumieñ;cieszyñski;œl¹skie
37-560;UP Pruchnik;Pruchnik;Jana Paw³a II;1;Pruchnik;jaros³awski;podkarpackie
48-200;UP Prudnik;Prudnik;Koœciuszki Tadeusza;14;Prudnik;prudnicki;opolskie
48-200;FUP Prudnik;Lubrza;Wolnoœci;24;Lubrza;prudnicki;opolskie
48-201;AP Prudnik;Prudnik;Koœciuszki Tadeusza;54/64;Prudnik;prudnicki;opolskie
48-200;AP Prudnik;Prudnik;£angowskiego Jana;2a;Prudnik;prudnicki;opolskie
55-110;UP Prusice;Prusice;Wroc³awska;1;Prusice;trzebnicki;dolnoœl¹skie
98-331;AP Prusicko;Prusicko;;106a;Nowa BrzeŸnica;pajêczañski;³ódzkie
72-303;AP Prusinowo;Prusinowo;;13;Gryfice;gryficki;zachodniopomorskie
83-001;AP Pruszcz Gdañski;Pruszcz Gdañski;Podkomorzego;26B;Pruszcz Gdañski;gdañski;pomorskie
83-000;UP Pruszcz Gdañski 1;Pruszcz Gdañski;Chopina Fryderyka;1;Pruszcz Gdañski;gdañski;pomorskie
83-000;FUP Pruszcz Gdañski 1;£êgowo;Spacerowa;8;Pruszcz Gdañski;gdañski;pomorskie
83-005;FUP Pruszcz Gdañski 1;Pruszcz Gdañski;Obroñców Pokoju;5;Pruszcz Gdañski;gdañski;pomorskie
83-010;FUP Pruszcz Gdañski 1;Straszyn;Pocztowa;3;Pruszcz Gdañski;gdañski;pomorskie
83-004;UP Pruszcz Gdañski 4;Pruszcz Gdañski;Ga³czyñskiego Konstantego Ildefonsa;17;Pruszcz Gdañski;gdañski;pomorskie
86-120;UP Pruszcz k. Bydgoszczy;Pruszcz;Dworcowa;9;Pruszcz;œwiecki;kujawsko-pomorskie
89-520;AP Pruszcz-Bagienica;Pruszcz;Koœcielna;30;Gostycyn;tucholski;kujawsko-pomorskie
05-809;AP Pruszków;Pruszków;Ciechanowska;29B;Pruszków;pruszkowski;mazowieckie
05-800;AP Pruszków;Pruszków;Emancypantek;4/23;Pruszków;pruszkowski;mazowieckie
98-160;AP Pruszków;Pruszków;G³ówna;18;Sêdziejowice;³aski;³ódzkie
05-801;AP Pruszków;Pruszków;Korczaka Janusza;8/2;Pruszków;pruszkowski;mazowieckie
05-800;UP Pruszków 1;Pruszków;Koœciuszki Tadeusza;28;Pruszków;pruszkowski;mazowieckie
05-806;FUP Pruszków 1;Komorów;Krótka;2;Micha³owice;pruszkowski;mazowieckie
05-800;FUP Pruszków 1;Pruszków;Chopina Fryderyka;64;Pruszków;pruszkowski;mazowieckie
05-800;FUP Pruszków 1;Pruszków;Narodowa;23;Pruszków;pruszkowski;mazowieckie
05-802;FUP Pruszków 1;Pruszków (Tworki);Partyzantów;2;Pruszków;pruszkowski;mazowieckie
05-803;UP Pruszków 5;Pruszków;Kraszewskiego Ignacego;13;Pruszków;pruszkowski;mazowieckie
05-804;UP Pruszków 6;Pruszków;Helenowska;3;Pruszków;pruszkowski;mazowieckie
51-217;AP Pruszowice;Pruszowice;Trzebnicka;8A;D³ugo³êka;wroc³awski;dolnoœl¹skie
26-332;AP Prymusowa Wola;Prymusowa Wola;;28;S³awno;opoczyñski;³ódzkie
06-300;AP Przasnysz;Przasnysz;Makowska;142;Przasnysz;przasnyski;mazowieckie
06-300;UP Przasnysz 1;Przasnysz;3 Maja;11;Przasnysz;przasnyski;mazowieckie
06-302;FUP Przasnysz 1;Przasnysz;Orlika;42;Przasnysz;przasnyski;mazowieckie
16-403;AP Przebród;Przebród;;13;Suwa³ki;suwalski;podlaskie
77-320;UP Przechlewo;Przechlewo;Cz³uchowska;9;Przechlewo;cz³uchowski;pomorskie
48-318;AP Przechód;Przechód;;111;Korfantów;nyski;opolskie
39-320;UP Przec³aw;Przec³aw;Kiliñskiego Jana;9;Przec³aw;mielecki;podkarpackie
39-320;FUP Przec³aw;Rzemieñ;;70;Przec³aw;mielecki;podkarpackie
72-005;UP Przec³aw k. Szczecina;Przec³aw;;58;Ko³baskowo;policki;zachodniopomorskie
97-570;UP Przedbórz;Przedbórz;Pocztowa;42 A;Przedbórz;radomszczañski;³ódzkie
97-510;FUP Przedbórz;Rêczno;Piotrkowska;7;Rêczno;piotrkowski;³ódzkie
36-100;AP Przedbórz k. Kolbuszowej;Przedbórz;;271 B;Kolbuszowa;kolbuszowski;podkarpackie
74-210;AP Przelewice;Przelewice;;62;Przelewice;pyrzycki;zachodniopomorskie
64-234;UP Przemêt;Przemêt;Jagielloñska;3;Przemêt;wolsztyñski;wielkopolskie
59-170;UP Przemków 1;Przemków;G³ogowska;43;Przemków;polkowicki;dolnoœl¹skie
59-170;FUP Przemków 1;Gaworzyce;G³ówna;4;Gaworzyce;polkowicki;dolnoœl¹skie
59-170;FUP Przemków 1;Przemków;Akacjowa;7;Przemków;polkowicki;dolnoœl¹skie
59-170;FUP Przemków 1;Radwanice;Przemys³owa;23;Radwanice;polkowicki;dolnoœl¹skie
37-700;AP Przemyœl;Przemyœl;Borelowskiego Marcina (Pu³kownika Marcina Borelowskiego);7;Przemyœl;Przemyœl;podkarpackie
37-702;AP Przemyœl;Przemyœl;Grunwaldzka;58;Przemyœl;Przemyœl;podkarpackie
37-707;AP Przemyœl;Przemyœl;Reymonta W³adys³awa Stanis³awa;31;Przemyœl;Przemyœl;podkarpackie
37-700;UP Przemyœl 1;Przemyœl;3 Maja;25;Przemyœl;Przemyœl;podkarpackie
37-700;FUP Przemyœl 1;Przemyœl;Sikorskiego W³adys³awa (Genera³a W³adys³awa Sikorskiego);5 B;Przemyœl;Przemyœl;podkarpackie
37-720;UP Przemyœl 2;Przemyœl;Mickiewicza Adama;13;Przemyœl;Przemyœl;podkarpackie
37-705;FUP Przemyœl 2;Przemyœl;Ofiar Katynia;4;Przemyœl;Przemyœl;podkarpackie
37-720;FUP Przemyœl 2;Przemyœl;S³owackiego Juliusza;63;Przemyœl;Przemyœl;podkarpackie
37-720;FUP Przemyœl 2;Przemyœl;Sportowa;11;Przemyœl;Przemyœl;podkarpackie
37-701;UP Przemyœl 3;Przemyœl;Opaliñskiego Kazimierza;11 A;Przemyœl;Przemyœl;podkarpackie
37-704;UP Przemyœl 6;Przemyœl;Ojca Œwiêtego Jana Paw³a II Wybrz.;70;Przemyœl;Przemyœl;podkarpackie
37-706;UP Przemyœl 8;Przemyœl;Rynek;20;Przemyœl;Przemyœl;podkarpackie
78-450;AP Przeradz;Przeradz;;7B;Grzmi¹ca;szczecinecki;zachodniopomorskie
97-515;AP Przer¹b;Przer¹b;;27;Mas³owice;radomszczañski;³ódzkie
08-109;UP Przesmyki;Przesmyki;11 Listopada;5 A;Przesmyki;siedlecki;mazowieckie
66-236;AP Przeœlice;Przeœlice;;20;Torzym;sulêciñski;lubuskie
21-200;AP Przew³oka;Przew³oka;;131;Parczew;parczewski;lubelskie
22-540;AP Przewodów;Przewodów;;5;Do³hobyczów;hrubieszowski;lubelskie
37-201;AP Przeworsk;Przeworsk;Szpitalna;8;Przeworsk;przeworski;podkarpackie
37-200;UP Przeworsk 1;Przeworsk;Jagielloñska;2;Przeworsk;przeworski;podkarpackie
37-210;UP Przeworsk 2;Przeworsk;Lubomirskich;14;Przeworsk;przeworski;podkarpackie
36-060;AP Przewrotne;Przewrotne;;1;G³ogów Ma³opolski;rzeszowski;podkarpackie
82-310;AP Przezmark;Przezmark;;26;Elbl¹g;elbl¹ski;warmiñsko-mazurskie
62-081;UP PrzeŸmierowo;PrzeŸmierowo;Modrzewiowa;12;Tarnowo Podgórne;poznañski;wielkopolskie
62-082;FUP PrzeŸmierowo;PrzeŸmierowo;Rynkowa;75/C;Tarnowo Podgórne;poznañski;wielkopolskie
83-304;UP Przodkowo;Przodkowo;Kartuska;5;Przodkowo;kartuski;pomorskie
72-300;AP Przybiernówko;Przybiernówko;;bn;Gryfice;gryficki;zachodniopomorskie
32-823;AP Przyborów;Przyborów;;148;Borzêcin;brzeski;ma³opolskie
66-007;AP Przybymierz;Przybymierz;Kasztanowa;10;Nowogród Bobrzañski;zielonogórski;lubuskie
26-801;AP Przybyszew;Przybyszew (Rynek);;b/n;Promna;bia³obrzeski;mazowieckie
63-421;UP Przygodzice;Przygodzice;Wroc³awska;54;Przygodzice;ostrowski;wielkopolskie
62-731;UP Przykona;Przykona;Szkolna;7;Przykona;turecki;wielkopolskie
49-351;AP Przylesie;Przylesie;;40;Olszanka;brzeski;opolskie
26-704;UP Przy³êk;Przy³êk;;31;Przy³êk;zwoleñski;mazowieckie
42-248;UP Przyrów;Przyrów;Czêstochowska;7;Przyrów;czêstochowski;œl¹skie
38-207;AP Przysieki;Przysieki;;314;Sko³yszyn;jasielski;podkarpackie
86-100;AP Przysiersk;Przysiersk;;65;Bukowiec;œwiecki;kujawsko-pomorskie
36-200;AP Przysietnica;Przysietnica;;283;Brzozów;brzozowski;podkarpackie
11-600;AP Przystañ (placówka sezonowa);Przystañ;;11;Wêgorzewo;wêgorzewski;warmiñsko-mazurskie
26-400;UP Przysucha;Przysucha;Krakowska;26;Przysucha;przysuski;mazowieckie
26-400;FUP Przysucha;Przysucha;Radomska;16;Przysucha;przysuski;mazowieckie
34-606;AP Przyszowa;Przyszowa;;480;£ukowica;limanowski;ma³opolskie
37-433;AP Przyszów Zapuœcie;Przyszów;;19;Bojanów;stalowowolski;podkarpackie
34-141;AP Przytkowice;Przytkowice;;416;Kalwaria Zebrzydowska;wadowicki;ma³opolskie
66-340;UP Przytoczna;Przytoczna;Pocztowa;31;Przytoczna;miêdzyrzecki;lubuskie
26-650;UP Przytyk;Przytyk;Zachêta;57;Przytyk;radomski;mazowieckie
83-047;UP Przywidz;Przywidz;Gdañska;16;Przywidz;gdañski;pomorskie
63-100;AP Psarskie;Psarskie;Owocowa;2;Œrem;œremski;wielkopolskie
07-215;AP Psary;Psary;;111;Obryte;pu³tuski;mazowieckie
38-120;AP Pstr¹gowa;Pstr¹gowa;;24;Czudec;strzy¿owski;podkarpackie
44-284;AP Pstr¹¿na;Pstr¹¿na;Wyzwolenia;24;Lyski;rybnicki;œl¹skie
23-107;AP Pszczela Wola;Pszczela Wola;;9;Strzy¿ewice;lubelski;lubelskie
66-330;UP Pszczew;Pszczew;Poznañska;23;Pszczew;miêdzyrzecki;lubuskie
66-331;FUP Pszczew;Silna;;13;Pszczew;miêdzyrzecki;lubuskie
83-032;UP Pszczó³ki;Pszczó³ki;Koœcielna;4 A;Pszczó³ki;gdañski;pomorskie
83-022;FUP Pszczó³ki;Suchy D¹b;Gdañska;31;Suchy D¹b;gdañski;pomorskie
43-200;UP Pszczyna;Pszczyna;Batorego Stefana;1;Pszczyna;pszczyñski;œl¹skie
43-200;FUP Pszczyna;MiedŸna;Wiejska;2;MiedŸna;pszczyñski;œl¹skie
43-200;FUP Pszczyna;Pszczyna;Bielska;24;Pszczyna;pszczyñski;œl¹skie
43-200;FUP Pszczyna;Pszczyna;Chrobrego Boles³awa;10;Pszczyna;pszczyñski;œl¹skie
43-201;AP Pszczyna;Pszczyna;Staromiejska;45;Pszczyna;pszczyñski;œl¹skie
58-100;AP Pszenno;Pszenno;Nadbrze¿na;10;Œwidnica;œwidnicki;dolnoœl¹skie
44-370;UP Pszów;Pszów;Pszowska;542;Pszów;wodzis³awski;œl¹skie
44-370;AP Pszów;Pszów;Andersa W³adys³awa;26;Pszów;wodzis³awski;œl¹skie
44-371;AP Pszów;Pszów;Traugutta Romualda;52;Pszów;wodzis³awski;œl¹skie
33-330;AP Ptaszkowa;Ptaszkowa;;585;Grybów;nowos¹decki;ma³opolskie
21-013;UP Puchaczów;Puchaczów;Rynek;3;Puchaczów;³êczyñski;lubelskie
84-100;UP Puck;Puck;Wa³owa;1;Puck;pucki;pomorskie
84-101;AP Puck;Puck;Kasztanowa;9;Puck;pucki;pomorskie
63-842;AP Pudliszki;Pudliszki;Fabryczna;3;Krobia;gostyñski;wielkopolskie
22-650;AP Pukarzów;Pukarzów;;2/9;£aszczów;tomaszowski;lubelskie
23-212;AP Pu³ankowice;Pu³ankowice;;47;Wilko³az;kraœnicki;lubelskie
24-111;AP Pu³awy;Pu³awy;Marsz. Pi³sudskiego Józefa;27;Pu³awy;pu³awski;lubelskie
24-100;AP Pu³awy;Pu³awy;Norwida Cypriana Kamila;2;Pu³awy;pu³awski;lubelskie
24-100;UP Pu³awy 1;Pu³awy;Lubelska;3;Pu³awy;pu³awski;lubelskie
24-100;FUP Pu³awy 1;Pu³awy;Marsz. Pi³sudskiego Józefa;60;Pu³awy;pu³awski;lubelskie
24-100;FUP Pu³awy 1;Pu³awy;Zab³ockiego Franciszka;3;Pu³awy;pu³awski;lubelskie
24-100;FUP Pu³awy 1;Pu³awy;¯eromskiego Stefana;21;Pu³awy;pu³awski;lubelskie
24-110;UP Pu³awy 3;Pu³awy;Tysi¹clecia Pañstwa Polskiego Al.;13;Pu³awy;pu³awski;lubelskie
24-111;UP Pu³awy 4;Pu³awy;Ko³³¹taja Hugona;20;Pu³awy;pu³awski;lubelskie
24-111;FUP Pu³awy 4;Pu³awy;Niemcewicza Juliana Ursyna;9;Pu³awy;pu³awski;lubelskie
24-112;UP Pu³awy 5;Pu³awy;Legionu Pu³awskiego;6c;Pu³awy;pu³awski;lubelskie
06-101;AP Pu³tusk;Pu³tusk;Curie-Sk³odowskiej Marii;11A;Pu³tusk;pu³tuski;mazowieckie
06-100;UP Pu³tusk 1;Pu³tusk;17 Sierpnia;35;Pu³tusk;pu³tuski;mazowieckie
06-100;FUP Pu³tusk 1;Pu³tusk;Boboli Andrzeja (Œwiêtego Andrzeja Boboli);8;Pu³tusk;pu³tuski;mazowieckie
11-030;UP Purda;Purda;;66;Purda;olsztyñski;warmiñsko-mazurskie
05-304;AP Pustelnik;Pustelnik;Warszawska;36;Stanis³awów;miñski;mazowieckie
46-041;AP Pustków;Pustków;Ozimska;19;Ozimek;opolski;opolskie
39-205;AP Pustków;Pustków;;78;Dêbica;dêbicki;podkarpackie
39-206;UP Pustków 3;Pustków;;26;Dêbica;dêbicki;podkarpackie
96-330;UP Puszcza Mariañska;Puszcza Mariañska;Konstytucji 3 Maja;8;Puszcza Mariañska;¿yrardowski;mazowieckie
96-332;FUP Puszcza Mariañska;Radziwi³³ów;Miodowa;33;Puszcza Mariañska;¿yrardowski;mazowieckie
62-040;UP Puszczykowo;Puszczykowo;Magazynowa;2;Puszczykowo;poznañski;wielkopolskie
62-040;FUP Puszczykowo;Puszczykowo;Nowe Osiedle;22;Puszczykowo;poznañski;wielkopolskie
74-200;UP Pyrzyce;Pyrzyce;Ksiêcia Bogus³awa X;15;Pyrzyce;pyrzycki;zachodniopomorskie
74-202;FUP Pyrzyce;Bielice;Jana Paw³a II;13;Bielice;pyrzycki;zachodniopomorskie
74-200;FUP Pyrzyce;Kozielice;;96;Kozielice;pyrzycki;zachodniopomorskie
74-200;FUP Pyrzyce;Pyrzyce;Lipiañska;4;Pyrzyce;pyrzycki;zachodniopomorskie
74-201;FUP Pyrzyce;Warnice;;37B;Warnice;pyrzycki;zachodniopomorskie
74-203;AP Pyrzyce;Pyrzyce;1 Maja;18;Pyrzyce;pyrzycki;zachodniopomorskie
44-120;UP Pyskowice;Pyskowice;Armii Krajowej;22;Pyskowice;gliwicki;œl¹skie
44-120;FUP Pyskowice;Pyskowice;Sikorskiego W³adys³awa (Genera³a W³adys³awa Sikorskiego);81;Pyskowice;gliwicki;œl¹skie
44-123;AP Pyskowice;Pyskowice;Wojska Polskiego;1;Pyskowice;gliwicki;œl¹skie
37-403;UP Pysznica;Pysznica;Wolnoœci;259;Pysznica;stalowowolski;podkarpackie
62-310;UP Pyzdry;Pyzdry;Koœciuszki Tadeusza;4A;Pyzdry;wrzesiñski;wielkopolskie
62-310;FUP Pyzdry;Ko³aczkowo;W³adys³awa Stanis³awa Reymonta Pl.;3;Ko³aczkowo;wrzesiñski;wielkopolskie
34-730;AP Raba Ni¿na;Raba Ni¿na;;22;Mszana Dolna;limanowski;ma³opolskie
34-721;UP Raba Wy¿na;Raba Wy¿na;;45 B;Raba Wy¿na;nowotarski;ma³opolskie
34-745;FUP Raba Wy¿na;Spytkowice;;13;Spytkowice;nowotarski;ma³opolskie
34-700;UP Rabka-Zdrój;Rabka-Zdrój;Orkana;22;Rabka-Zdrój;nowotarski;ma³opolskie
34-700;AP Rabka-Zdrój;Rabka-Zdrój;Zaryte;90;Rabka-Zdrój;nowotarski;ma³opolskie
22-640;UP Rachanie;Rachanie;Dolna;6;Rachanie;tomaszowski;lubelskie
44-156;AP Rachowice;Rachowice;Wiejska;73;Soœnicowice;gliwicki;œl¹skie
89-502;AP Raci¹¿;Raci¹¿;Wczasowa;1;Tuchola;tucholski;kujawsko-pomorskie
09-140;UP Raci¹¿ k. Sierpca;Raci¹¿;Kiliñskiego Jana;21;Raci¹¿;p³oñski;mazowieckie
22-135;AP Raciborowice;Raciborowice;;45 A;Bia³opole;che³mski;lubelskie
59-720;AP Raciborowice Dolne;Raciborowice Dolne;;63;Warta Boles³awiecka;boles³awiecki;dolnoœl¹skie
47-400;UP Racibórz;Racibórz;Pocztowa;14;Racibórz;raciborski;œl¹skie
47-400;FUP Racibórz;Racibórz;Chodkiewicza Jana Karola (Hetmana Jana Karola Chodkiewicza);36;Racibórz;raciborski;œl¹skie
47-404;FUP Racibórz;skrytki/przegródki;;;Racibórz;raciborski;œl¹skie
47-400;FUP Racibórz;Racibórz;Myœliwca Serafina (Kapitana Serafina Myœliwca);9;Racibórz;raciborski;œl¹skie
47-406;FUP Racibórz;skrytki/przegródki;;;Racibórz;raciborski;œl¹skie
47-400;FUP Racibórz;Racibórz;Opawska;90;Racibórz;raciborski;œl¹skie
47-400;FUP Racibórz;Racibórz;Rybnicka;97;Racibórz;raciborski;œl¹skie
47-411;FUP Racibórz;Rudnik;Kozielska;1;Rudnik;raciborski;œl¹skie
47-403;AP Racibórz;Racibórz;Hulczyñska;45;Racibórz;raciborski;œl¹skie
47-402;AP Racibórz;Racibórz;Katowicka;4;Racibórz;raciborski;œl¹skie
47-401;AP Racibórz;Racibórz;Opawska;38;Racibórz;raciborski;œl¹skie
47-400;AP Racibórz;Racibórz;Reymonta W³adys³awa;16;Racibórz;raciborski;œl¹skie
47-400;AP Racibórz;Racibórz;Zamkowa;11;Racibórz;raciborski;œl¹skie
32-415;UP Raciechowice;Raciechowice;;258;Raciechowice;myœlenicki;ma³opolskie
48-250;AP Rac³awice Œl¹skie;Rac³awice Œl¹skie;Zwyciêstwa;28 A;G³ogówek;prudnicki;opolskie
36-047;AP Rac³awówka;Rac³awówka;;123;Boguchwa³a;rzeszowski;podkarpackie
64-005;AP Racot;Racot;Krasickiego Janka;3;Koœcian;koœciañski;wielkopolskie
64-820;AP Raczyn;Raczyn;;31;Szamocin;chodzieski;wielkopolskie
78-449;AP Radacz;Radacz;;21;Borne Sulinowo;szczecinecki;zachodniopomorskie
21-030;AP Radawiec Du¿y;Radawiec Du¿y;;152;Konopnica;lubelski;lubelskie
77-401;AP Radawnica;Radawnica;M³yñska;14;Z³otów;z³otowski;wielkopolskie
22-463;UP Radecznica;Radecznica;Prusa Boles³awa;21;Radecznica;zamojski;lubelskie
66-521;AP Radêcin;Radêcin;;   6B;Dobiegniew;strzelecko-drezdenecki;lubuskie
